Q7_1,Q8,Q10,Q29,Q6,,
4,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Projects (individual)",Prof Neuman is AMAZING!!! take this course!!!,,1,FALSE,1
4,"Readings,Papers",Prof Kinzer is AMAZING!!!! one of my favorites in my 4 years at brown. Lectures were super engaging and interesting . This course does entail research based writing and demands a certain level of experience/skill so would be decidedly more challenging for students who are not in some type of humanities department.,,1,FALSE,1
4,"Readings,Homework (online),Exams (in-class),Labs",,"Super passionate about material, often went too fast in lecture",1,1,1
4,"Readings,Quizzes,Papers",,Profesora Garriga was a very engaged teacher and she was very passionate and knowledgable about the material. She would sometimes have us do mini-projects in class like drawing a house from one of the stories we read that I found fun and helpful.,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers",,"Really great at lecturing and leading discussions; brings in multiple issues about society that may seem, initially, difficult to apply to such a specific topic; very understanding professor who encourages a lot of discussion",1,1,1
4,"Readings,Homework (on paper),Exams (in-class),Labs",,"It seemed at times like the TA ran the entire course with the professor just showing up to give the lectures. You couldn't email him, and he held office hours for one hour on the exact same day as the lectures. ",1,1,1
4,"Homework (on paper),Exams (in-class),Exams (take-home)",,It was effective that he followed the book. It was not effective that he read directly from PDFs after we converted to distance learning,1,1,1
4,"Readings,Homework (on paper),Exams (take-home)",,Professor Stratt is an excellent lecturer who always made sure to ask questions of the class. Sometimes his lectures could move too quickly and prior to remote learning lectures were not recorded or available electronically in any form.,1,1,1
4,"Readings,Homework (online),Quizzes,Papers,Exams (in-class)",,"Dr. M is a really excellent teacher - she's one of the few professors at Brown that clearly focuses primarily on teaching and it really shows! All material is explained clearly, tests are very difficult but also really test the core skills she wants you to learn in the class. And the projects she picked are really interesting - the journal club article, elevator speech, and popular science article were really unique assignments that were great practice at scientific writing and communication.",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers",,"I found some of the readings unhelpful and the grading policy very unclear, but that didn't bother me very much since it was mandatory S/NC. The class discussions were usually very good though and I enjoyed the class and many of the readings.",1,1,1
4,,,"Great professor, unique among econ department for focusing on understanding intuition",1,1,1
4,"Readings,Papers,Exams (in-class),Exams (take-home)",,Prof. Oliver is is knowledgeable and passionate about the subject and runs classes and discussions well. He is very receptive to students' needs and incredibly helpful.,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (take-home)",,"Clearly Professor Pollock has a great appreciation for Russian history and culture, but he can be a little boring and too serious. I think it is just his personality. His lecture are very informative, but he does not encourage participation.",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",,Bjorn is amazing and very accommodating. He presented the concepts and techniques in the clearest way possible and was very receptive to questions. He seemed very focused on students' understanding of course material.,1,1,1
4,"Readings,Quizzes,Papers",pop quizzes are very specific,,1,FALSE,1
4,"Readings,Homework (online),Quizzes,Papers,Projects (group)","It is an easy course, and many of the topics covered are intuitive",,1,FALSE,1
4,"Readings,Papers,Projects (group)","There is a lot of reading. While it is really interesting, most focus on the details and are not always needed to grasp the material. It's important to skim!",,1,FALSE,1
4,"Readings,Papers,Exams (in-class)",,"Prof. Cohen was very passionate about the content and taught the class by telling stories of his experiences as the CEO of a real estate firm, bringing in guest speakers of different backgrounds within the real estate industry, and having the students conduct analyses of properties in Providence. I personally enjoyed it as I envision myself entering a career in real estate at some point in the future. ",1,1,1
4,"Readings,Papers,Labs,Projects (group),Other (please describe)",The professor is great and very receptive to student feedback (which I really appreciated). Also good to learn about lab techniques,,1,FALSE,1
4,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Papers",,a very effective lecturer,1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Papers",,"lectures were very effective, interesting, and easy to understand. readings went into much greater depth than lectures so it was difficult to tell sometimes how thoroughly we were expected to read.",1,1,1
4,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (in-class)",,"Honestly, I did not find his style effective. I found him to be unapproachable and at times condescending. ",1,1,1
